Run,Jobs,Optimal_Safe,Optimal_Unsafe,Low_Safe,Low_Unsafe,High_Safe,High_Unsafe,CA_MOT_Safe,CA_MOT_Unsafe,Uncertainty_Safe,Uncertainty_Unsafe
303,20,18.0,2.0,12.000000000000002,7.999999999999998,18.0,2.0,18.0,2.0,18.0,2.0
303,21,18.613636363636367,2.386363636363633,12.6,8.4,18.04090909090909,2.9590909090909108,18.518181818181823,2.481818181818177,18.040909090909093,2.959090909090907
303,22,19.213333333333335,2.7866666666666653,13.2,8.8,18.48,3.5199999999999996,18.871111111111116,3.128888888888884,18.626666666666665,3.373333333333335
303,23,19.672340425531914,3.327659574468086,13.799999999999999,9.200000000000001,18.49787234042553,4.5021276595744695,18.889361702127662,4.110638297872338,19.231914893617024,3.7680851063829763
304,11,9.900000000000002,1.0999999999999979,6.6,4.4,9.9,1.0999999999999996,9.900000000000002,1.0999999999999979,9.900000000000002,1.0999999999999979
304,12,10.8,1.1999999999999993,7.199999999999999,4.800000000000001,10.8,1.1999999999999993,10.8,1.1999999999999993,10.8,1.1999999999999993
304,13,11.700000000000001,1.299999999999999,7.8,5.2,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999
304,14,12.600000000000001,1.3999999999999986,8.4,5.6,12.6,1.4000000000000004,12.600000000000001,1.3999999999999986,12.600000000000001,1.3999999999999986
304,15,13.500000000000002,1.4999999999999982,9.000000000000002,5.999999999999998,13.499999999999998,1.5000000000000018,13.500000000000002,1.4999999999999982,13.500000000000002,1.4999999999999982
304,16,14.4,1.5999999999999996,9.6,6.4,14.399999999999999,1.6000000000000014,14.4,1.5999999999999996,14.4,1.5999999999999996
